votes,answers,views,question,tags,user,user_reputation,time_asked
216,6,25k,How do you access other class variables from a list comprehension within the class definition? The following works in Python 2 but fails in Python 3: class Foo: x = 5 y = [x for i in range(1)...,python python-3.x scope list-comprehension python-internals,Mark Lodato,44.8k,"asked Dec 16, 2012 at 21:42"
216,11,90k,I was just re-reading What’s New In Python 3.0 and it states: The round() function rounding strategy and return type have changed. Exact halfway cases are now rounded to the nearest even result ...,python python-3.x rounding,Levon,127k,"asked May 31, 2012 at 0:11"
216,4,199k,"I have been reading the Core Python programming book, and the author shows an example like: (4, 5) < (3, 5) # Equals false So, I'm wondering, how/why does it equal false? How does python compare ...",python comparison tuples,Paulo,"6,528","asked Mar 13, 2011 at 20:52"
216,3,88k,"I did a few google searches and checked out the docs ( https://docs.djangoproject.com/en/dev/ref/settings/#secret-key ), but I was looking for a more in-depth explanation of this, and why it is ...",python django security encryption,David542,98.7k,"asked Sep 11, 2011 at 23:59"
215,10,205k,"I have the following list created from a sorted csv list1 = sorted(csv1, key=operator.itemgetter(1)) I would actually like to sort the list by two criteria: first by the value in field 1 and then by ...",python sorting,half full,"2,395","asked Mar 6, 2011 at 19:36"
215,13,333k,"I have a plan to use distributed TensorFlow, and I saw TensorFlow can use GPUs for training and testing. In a cluster environment, each machine could have 0 or 1 or more GPUs, and I want to run my ...",python gpu tensorflow,Sangwon Kim,"2,160","asked Jul 25, 2016 at 4:30"
215,7,211k,"I am using Flask and I return an XML file from a get request. How do I set the content type to xml ? e.g. @app.route('/ajax_ddl') def ajax_ddl(): xml = 'foo' header(""Content-type: text/xml"") ...",python flask,Tampa,67.7k,"asked Aug 2, 2012 at 8:03"
215,6,351k,"I want to encode an image into a string using the base64 module. I've ran into a problem though. How do I specify the image I want to be encoded? I tried using the directory to the image, but that ...",python base64,rectangletangle,46.1k,"asked Sep 15, 2010 at 7:24"
215,6,290k,"How would you go about formatting a long line such as this? I'd like to get it to no more than 80 characters wide: logger.info(""Skipping {0} because its thumbnail was already in our system as {1}.""....",python formatting code-formatting,Gattster,"4,403","asked Jan 13, 2010 at 17:41"
215,5,181k,"I execute an INSERT INTO statement cursor.execute(""INSERT INTO mytable(height) VALUES(%s)"",(height)) and I want to get the primary key. My table has 2 columns: id primary, auto increment ...",python mysql database,TIMEX,233k,"asked Mar 30, 2010 at 20:33"
215,8,425k,"In keeping with the ""There's only one obvious way to do it"", how do you get the magnitude of a vector (1D array) in Numpy? def mag(x): return math.sqrt(sum(i**2 for i in x)) The above works, ...",python numpy,Nick T,23.7k,"asked Feb 7, 2012 at 4:48"
215,10,315k,I'm new to pandas and trying to figure out how to add multiple columns to pandas simultaneously. Any help here is appreciated. Ideally I would like to do this in one step rather than multiple ...,python pandas dataframe,runningbirds,"5,221","asked Aug 20, 2016 at 4:40"
215,9,154k,"We have been using Mock for python for a while. Now, we have a situation in which we want to mock a function def foo(self, my_param): #do something here, assign something to my_result ...",python unit-testing mocking mockito,Juan Antonio Gomez Moriano,11.7k,"asked Apr 23, 2013 at 5:59"
215,6,68k,"I found that in Python 3.4 there are few different libraries for multiprocessing/threading: multiprocessing vs threading vs asyncio. But I don't know which one to use or is the ""recommended one"". Do ...",python multithreading python-3.x multiprocessing python-asyncio,user3654650,"3,967","asked Dec 12, 2014 at 1:03"
215,9,286k,"How can I find the p-value (significance) of each coefficient? lm = sklearn.linear_model.LinearRegression() lm.fit(x,y)",python scikit-learn statistics regression hypothesis-test,elplatt,"2,887","asked Jan 13, 2015 at 17:46"
215,6,51k,"I have a fairly complex ""product"" I'm getting ready to build using Django. I'm going to avoid using the terms ""project"" and ""application"" in this context, because I'm not clear on their specific ...",python django namespaces project-organization,Dolph,47.1k,"asked Feb 2, 2011 at 19:41"
215,6,90k,The python style guide suggests to group imports like this: Imports should be grouped in the following order: standard library imports related third party imports local application/...,python coding-style python-import pep8,ThiefMaster,296k,"asked Dec 24, 2013 at 14:37"
214,20,388k,"So I'm trying to make a Python script that downloads webcomics and puts them in a folder on my desktop. I've found a few similar programs on here that do something similar, but nothing quite like ...",python urllib2 urllib,Mike,"2,151","asked Jun 15, 2010 at 5:35"
214,14,163k,"I have a list of dicts, and I'd like to remove the dicts with identical key and value pairs. For this list: [{'a': 123}, {'b': 123}, {'a': 123}] I'd like to return this: [{'a': 123}, {'b': 123}] ...",python list dictionary,Brenden,"7,195","asked Feb 24, 2012 at 7:46"
214,9,287k,"I am trying to fill none values in a Pandas dataframe with 0's for only some subset of columns. When I do: import pandas as pd df = pd.DataFrame(data={'a':[1,2,3,None],'b':[4,5,None,6],'c':[None,...",python pandas dataframe,Sait,17.3k,"asked Jun 30, 2016 at 22:06"
214,5,143k,"Consider the following dataframe: columns = ['A', 'B', 'C', 'D'] records = [ ['foo', 'one', 0.162003, 0.087469], ['bar', 'one', -1.156319, -1.5262719999999999], ['foo', 'two', 0.833892, -1....",python pandas,Amelio Vazquez-Reina,81.1k,"asked Dec 17, 2014 at 2:27"
214,11,317k,"I have some code in a .ipynb file and got it to the point where I don't really need the ""interactive"" feature of IPython Notebook. I would like to just run it straight from a Mac Terminal Command Line....",python jupyter-notebook ipython nbconvert,Vincent,"6,272","asked Feb 22, 2016 at 3:35"
214,14,310k,"I am trying to highlight exactly what changed between two dataframes. Suppose I have two Python Pandas dataframes: ""StudentRoster Jan-1"": id Name score isEnrolled ...",python pandas dataframe,sky,"2,361","asked Jun 13, 2013 at 19:08"
214,25,81k,"In shells like the interactive python shell, you can usually use the arrow keys to move around in the current line or get previous commands (with arrow-up) etc. But after I ssh into another machine ...",python shell ssh arrow-keys,Frank,60.4k,"asked May 21, 2009 at 13:55"
214,19,859k,"I am currently practicing matplotlib. This is the first example I practice. #!/usr/bin/python import matplotlib.pyplot as plt radius = [1.0, 2.0, 3.0, 4.0] area = [3.14159, 12.56636, 28.27431, 50....",python matplotlib,user2211319,"asked Aug 11, 2013 at 20:54","asked Aug 11, 2013 at 20:54"
214,8,232k,"I have a python object with several attributes and methods. I want to iterate over object attributes. class my_python_obj(object): attr1='a' attr2='b' attr3='c' def method1(self, ...",python oop attributes iteration,Pablo Mescher,23.2k,"asked Jul 24, 2012 at 18:44"
214,25,379k,"I have just started with Python. When I execute a python script file on Windows, the output window appears but instantaneously goes away. I need it to stay there so I can analyze my output. How can I ...",python windows,rohitmishra,"8,269","asked Jun 16, 2009 at 11:31"
213,13,942k,"I'm working with Python v2, and I'm trying to find out if you can tell if a word is in a string. I have found some information about identifying if the word is in the string - using .find, but is ...",python string,The Woo,16k,"asked Mar 16, 2011 at 1:10"
213,11,382k,"def common_elements(list1, list2): """""" Return a list containing the elements which are in both list1 and list2 >>> common_elements([1,2,3,4,5,6], [3,5,7,9]) [3, 5] >&...",python list,Daniel,"2,139","asked May 19, 2010 at 10:57"
213,5,192k,Is there a Python method to create directories recursively? I have this path: /home/dail/ I would like to create /home/dail/first/second/third Can I do it recursively or I have to create one ...,python,Dail,"2,139","asked May 14, 2011 at 18:46"
213,37,197k,"I am working on a package in Python. I use virtualenv. I set the path to the root of the module in a .pth path in my virtualenv, so that I can import modules of the package while developing the code ...",python import pytest,Zorglub29,"5,245","asked Jan 19, 2017 at 17:51"
213,17,420k,"I am looking for a function that takes as input two lists, and returns the Pearson correlation, and the significance of the correlation.",python numpy statistics scipy,ariel,"2,139","asked Oct 16, 2010 at 14:15"
213,9,496k,"surprisingly I didn't find a straight-forward description on how to draw a circle with matplotlib.pyplot (please no pylab) taking as input center (x,y) and radius r. I tried some variants of this: ...",python matplotlib,Max Li,"4,543","asked Feb 9, 2012 at 17:23"
213,6,318k,"In Python, with Matplotlib, how can a scatter plot with empty circles be plotted? The goal is to draw empty circles around some of the colored disks already plotted by scatter(), so as to highlight ...",python matplotlib geometry scatter-plot scatter,Eric O Lebigot,85.1k,"asked Nov 10, 2010 at 10:34"
213,6,225k,What does sys.stdout.flush() do?,python sys,I159,26.8k,"asked Apr 4, 2012 at 21:22"
213,10,239k,"I installed Python 3.x (besides Python 2.x on Ubuntu) and slowly started to pair modules I use in Python 2.x. So I wonder, what approach should I take to make my life easy by using pip for both ...",python python-3.x python-2.7 pip,theta,22.5k,"asked Jun 29, 2012 at 20:25"
213,3,37k,What does the / mean in Python 3.4's help output for range before the closing parenthesis? >>> help(range) Help on class range in module builtins: class range(object) | range(stop) -> ...,python python-3.x parameters introspection,Joschua,"5,046","asked Jul 14, 2014 at 11:15"
213,9,213k,"Code like this often happens: l = [] while foo: # baz l.append(bar) # qux This is really slow if you're about to append thousands of elements to your list, as the list will have to be ...",python list dictionary initialization,Claudiu,214k,"asked Nov 22, 2008 at 20:56"
213,11,112k,"In Java, for example, the @Override annotation not only provides compile-time checking of an override but makes for excellent self-documenting code. I'm just looking for documentation (although if ...",python inheritance overriding self-documenting-code,Bluu,"4,626","asked Jul 22, 2009 at 19:26"
213,10,100k,"When defining a method on a class in Python, it looks something like this: class MyClass(object): def __init__(self, x, y): self.x = x self.y = y But in some other languages, ...",python oop methods self,readonly,321k,"asked Sep 16, 2008 at 0:39"
